action_plays,espn_game_id,espn_player_id,first_name,home_away,last_name,opponent,opposition_score,pass_EPA,penalty_EPA,qb_score,raw_QBR,run_EPA,sack_EPA,team_name,total_EPA,total_QBR,week,won_lost,year
22,322870130.0,480237,Denard,home,Robinson,ILL,0,3.4,0.0,45,99.7,5.3,0.0,MICH,8.7,99.8,7,W,2012
21,322590059.0,377759,Tevin,home,Washington,UVA,20,3.1,-0.1,56,99.7,4.1,0.0,GT,7.1,99.7,3,W,2012
36,323080150.0,480221,Tajh,away,Boyd,DUKE,20,11.6,1.6,56,99.7,5.3,-0.8,CLEM,17.6,99.6,10,W,2012
23,322920009.0,511459,Marcus,away,Mariota,ASU,21,2.0,-0.1,43,98.6,6.0,-0.2,ORE,7.8,99.4,8,W,2012
29,323640009.0,504700,Taylor,home,Kelly,NAVY,28,7.2,0.3,62,99.5,3.3,0.0,ASU,10.8,99.1,bowl,W,2012
26,322802579.0,504292,Connor,home,Shaw,UGA,7,4.6,-0.0,35,97.5,2.1,-0.4,SC,6.2,99.0,6,W,2012
38,323010002.0,517475,Johnny,away,Manziel,AUB,21,5.4,0.2,63,98.8,6.9,-0.4,TA&M,12.1,98.9,9,W,2012
33,322800194.0,512838,Braxton,home,Miller,NEB,38,2.6,-0.3,63,98.2,11.5,-1.0,OSU,12.8,98.9,6,W,2012
25,322590061.0,480210,Aaron,home,Murray,FAU,20,8.0,-0.2,56,99.4,1.6,0.0,UGA,9.5,98.8,3,W,2012
30,322590145.0,511262,David,away,Ash,MISS,31,8.2,-0.3,66,97.9,0.7,0.0,TEX,8.6,98.8,3,W,2012
36,322940277.0,381823,Collin,away,Klein,WVU,14,8.9,0.5,55,98.8,3.4,-0.1,KSU,12.7,98.7,8,W,2012
33,323012393.0,501571,Logan,home,Kilgore,UNT,21,6.3,0.8,38,99.0,1.1,0.0,MTSU,8.2,98.4,9,W,2012
28,322520009.0,504700,Taylor,home,Kelly,ILL,14,6.7,0.0,45,97.9,0.2,-0.2,ASU,6.7,98.1,2,W,2012
34,323220130.0,501543,Devin,home,Gardner,IOWA,17,8.3,0.1,42,98.4,1.7,0.0,MICH,10.1,98.1,12,W,2012
58,322730277.0,488025,Geno,home,Smith,BAY,63,22.6,0.0,70,98.6,2.8,-0.7,WVU,24.8,98.1,5,W,2012
35,322870008.0,382642,Tyler,home,Wilson,UK,7,7.1,0.1,49,98.7,0.3,0.0,ARK,7.5,98.1,7,W,2012
44,323150025.0,511459,Marcus,away,Mariota,CAL,17,11.3,-0.5,59,96.4,2.7,0.0,ORE,13.5,98.0,11,W,2012
22,322522633.0,501546,Tyler,home,Bray,GAST,13,8.4,-0.0,51,99.2,0.3,0.0,TENN,8.7,98.0,2,W,2012
31,323150002.0,480210,Aaron,away,Murray,AUB,0,7.4,0.6,38,97.5,1.4,-0.3,UGA,9.0,97.8,11,W,2012
23,322940030.0,480322,Matt,home,Barkley,COLO,6,7.7,0.8,50,99.1,-1.4,0.0,USC,7.1,97.8,8,W,2012
35,323150153.0,517034,Vad,away,Lee,UNC,50,3.9,0.4,68,97.4,7.0,-0.3,GT,10.9,97.7,11,W,2012
46,323012579.0,501546,Tyler,away,Bray,SC,38,12.4,-0.4,35,90.1,0.0,-1.3,TENN,10.7,97.6,9,L,2012
26,323290333.0,480215,AJ,home,McCarron,AUB,0,6.0,1.3,49,97.8,0.0,0.0,ALA,7.3,97.6,13,W,2012
34,322940012.0,378126,Matt,home,Scott,WASH,17,7.5,0.1,52,95.8,0.7,0.0,ARIZ,8.3,97.5,8,W,2012
32,330070333.0,480215,AJ,home,McCarron,ND,14,5.9,0.0,42,93.3,-0.1,0.0,ALA,5.8,97.5,bowl,W,2012
26,322452483.0,511459,Marcus,home,Mariota,ARKST,34,5.5,0.0,57,98.2,1.7,-0.5,ORE,6.7,97.4,1,W,2012
28,323362032.0,384784,Ryan,home,Aplin,MTSU,0,5.0,0.0,45,98.9,1.9,0.0,ARKST,7.0,97.4,14,W,2012
36,323290204.0,511459,Marcus,away,Mariota,ORST,24,3.1,-0.4,48,94.5,7.1,-0.1,ORE,9.7,97.3,13,W,2012
22,323220096.0,530943,Jalen,home,Whitlow,SAM,3,3.5,-0.0,34,99.0,5.3,0.0,UK,8.8,97.3,12,W,2012
53,330040201.0,517475,Johnny,away,Manziel,OKLA,13,3.8,-0.4,41,93.4,10.1,0.0,TA&M,13.5,97.3,bowl,W,2012
38,323150251.0,511262,David,home,Ash,ISU,7,8.7,-0.1,33,95.8,0.2,0.0,TEX,8.7,97.3,11,W,2012
32,323220087.0,515409,Everett,home,Golson,WAKE,0,7.8,-0.0,38,97.9,-0.2,0.0,ND,7.5,97.2,12,W,2012
21,323082633.0,531708,Deon,away,Anthony,TENN,55,3.1,1.1,48,96.8,3.4,0.0,TROY,7.6,97.2,10,L,2012
29,322732655.0,481248,Kolton,away,Browning,TULN,10,9.1,0.4,63,98.0,0.8,-0.4,ULM,9.9,97.2,5,W,2012
25,323290077.0,500403,Kain,home,Colter,ILL,14,2.3,0.0,50,96.8,5.3,-0.4,NW,7.3,97.2,13,W,2012
33,323010135.0,530738,Philip,home,Nelson,PUR,28,7.2,-0.1,44,97.2,0.9,0.0,MINN,8.0,97.1,9,W,2012
31,323080135.0,501543,Devin,away,Gardner,MINN,13,8.1,1.5,35,93.6,2.2,-2.5,MICH,9.3,97.0,10,W,2012
54,323150333.0,517475,Johnny,away,Manziel,ALA,24,11.2,-0.4,29,86.4,3.1,-2.0,TA&M,11.8,97.0,11,W,2012
26,323220197.0,481725,Clint,home,Chelf,TTU,21,5.3,-0.0,59,96.9,1.8,0.0,OKST,7.1,97.0,12,W,2012
27,322942636.0,480550,David,away,Fales,UTSA,24,5.7,-0.1,52,98.3,0.0,0.0,SJSU,5.7,96.9,8,W,2012
29,323150218.0,377963,Brendon,away,Kay,TEM,10,4.7,-0.1,34,98.0,4.6,-0.9,CIN,8.3,96.9,11,W,2012
28,322590158.0,481547,Taylor,home,Martinez,ARKST,13,7.1,0.4,42,97.8,1.3,-1.3,NEB,7.5,96.8,3,W,2012
30,323360277.0,488025,Geno,home,Smith,KU,10,7.0,-0.0,59,97.4,-0.1,-0.5,WVU,6.4,96.6,14,W,2012
34,322940328.0,512806,Chuckie,home,Keeton,NMSU,7,4.5,-0.0,41,98.9,4.3,-0.4,USU,8.3,96.4,8,W,2012
41,330020057.0,511614,Teddy,away,Bridgewater,FLA,23,6.6,0.3,33,87.9,1.8,-1.9,LOU,6.7,96.2,bowl,W,2012
35,322660009.0,504700,Taylor,home,Kelly,UTAH,7,6.3,0.0,37,94.6,0.5,-0.4,ASU,6.3,96.2,4,W,2012
26,322450098.0,382917,Kawaun,home,Jakes,PEAY,10,6.1,0.0,49,98.5,0.8,0.0,WKU,6.9,96.0,1,W,2012
25,322590278.0,484080,Derek,home,Carr,COLO,14,5.9,-0.2,69,98.2,-0.1,0.0,FRES,5.5,95.8,3,W,2012
37,323220204.0,504786,Sean,home,Mannion,CAL,14,6.7,0.3,62,93.9,-0.2,-0.2,ORST,6.6,95.8,12,W,2012
57,323080344.0,517475,Johnny,away,Manziel,MSST,13,4.7,0.0,38,93.7,6.2,-0.2,TA&M,10.7,95.8,10,W,2012
20,323270251.0,517127,Trevone,away,Boykin,TEX,13,1.4,-0.1,20,90.4,4.1,-0.4,TCU,4.9,95.7,13,W,2012
42,323150130.0,501543,Devin,home,Gardner,NW,31,5.6,1.7,38,96.1,7.9,-0.6,MICH,14.6,95.7,11,W,2012
21,322942638.0,511557,Nick,home,Lamaison,TULN,20,6.2,0.3,24,97.6,1.9,0.0,UTEP,8.3,95.7,8,W,2012
33,322522306.0,381823,Collin,home,Klein,MIAMI,13,3.9,0.0,52,96.3,4.5,-0.3,KSU,8.0,95.7,2,W,2012
26,322942633.0,480215,AJ,away,McCarron,TENN,13,9.7,-0.1,44,95.0,-0.3,-1.3,ALA,8.0,95.6,8,W,2012
37,322520326.0,377942,Seth,away,Doege,TXST,10,8.7,0.9,58,97.5,0.4,0.0,TTU,10.0,95.6,2,W,2012
38,323222305.0,511969,Sam B.,away,Richardson,KU,23,8.9,0.0,51,95.7,0.9,0.0,ISU,9.8,95.6,12,W,2012
38,323012306.0,381823,Collin,home,Klein,TTU,24,7.0,0.0,55,95.4,4.4,-0.8,KSU,10.6,95.5,9,W,2012
22,323082116.0,505719,Blake,home,Bortles,SMU,17,2.3,0.3,42,94.1,2.4,0.0,UCF,5.0,95.5,10,W,2012
23,323010002.0,530917,Jonathan,home,Wallace,TA&M,63,0.7,-0.0,21,92.3,1.1,0.0,AUB,1.7,95.5,9,L,2012
37,323220023.0,480550,David,home,Fales,BYU,14,8.7,0.0,20,91.3,0.4,-0.7,SJSU,8.4,95.3,12,W,2012
41,322870023.0,512806,Chuckie,away,Keeton,SJSU,27,8.8,0.0,49,93.0,1.4,0.0,USU,10.2,95.3,7,W,2012
52,322942628.0,377942,Seth,away,Doege,TCU,53,14.8,-0.1,56,86.8,-1.4,-1.9,TTU,11.7,95.3,8,W,2012
58,323220277.0,377845,Landry,away,Jones,WVU,49,19.6,-0.1,50,95.8,0.0,0.0,OKLA,19.3,95.3,12,W,2012
38,322590197.0,511260,J.W.,home,Walsh,ULL,24,3.2,-0.1,65,96.9,2.6,0.0,OKST,5.8,95.2,3,W,2012
60,323290245.0,517475,Johnny,home,Manziel,MIZ,29,7.1,0.4,59,91.9,0.9,0.0,TA&M,8.3,95.1,13,W,2012
42,323080099.0,480251,Zach,home,Mettenberger,ALA,21,10.0,-0.5,17,83.2,0.1,-1.5,LSU,8.1,95.1,10,L,2012
39,323220158.0,481547,Taylor,home,Martinez,MINN,14,6.4,0.3,38,91.5,0.2,-0.3,NEB,6.5,94.9,12,W,2012
48,323562116.0,505719,Blake,home,Bortles,BALL,17,6.1,2.0,38,97.3,5.7,0.0,UCF,13.8,94.6,bowl,W,2012
35,322592348.0,385667,Colby,home,Cameron,RICE,37,6.9,0.4,56,95.4,0.0,-0.2,LT,7.2,94.6,3,W,2012
21,323002005.0,487624,Connor,home,Dietz,NEV,31,4.3,-0.1,48,96.4,3.0,0.0,AFA,7.2,94.6,9,W,2012
28,323152653.0,480981,Corey,home,Robinson,NAVY,31,10.5,0.0,41,97.2,0.0,0.0,TROY,10.5,94.5,11,W,2012
42,322660008.0,518344,Gary,away,Nova,ARK,26,13.1,0.2,35,93.4,0.0,-0.8,RUTG,12.5,94.5,4,W,2012
21,323192050.0,503695,Keith,home,Wenning,OHIO,27,7.0,0.0,52,96.1,0.2,0.0,BALL,7.2,94.5,12,W,2012
46,322800024.0,480259,Josh,home,Nunes,ARIZ,48,11.6,0.6,54,95.8,4.0,-0.8,STAN,15.2,94.5,6,W,2012
31,323080038.0,516357,Kevin,away,Hogan,COLO,0,3.9,-0.1,48,97.0,1.8,-0.3,STAN,5.4,94.5,10,W,2012
29,322520202.0,481555,Cody,home,Green,TULN,10,4.6,0.2,45,96.9,0.1,0.0,TLSA,4.9,94.4,2,W,2012
41,322590349.0,482142,Jordan,away,Lynch,ARMY,40,12.5,0.0,41,96.7,2.7,0.0,NIU,15.0,94.4,3,W,2012
37,322870238.0,511889,Jeff,away,Driskel,VAN,17,-1.5,0.4,31,87.4,10.1,-0.6,FLA,8.3,94.3,7,W,2012
40,323080030.0,511459,Marcus,away,Mariota,USC,51,12.1,-0.3,62,86.2,-1.7,-1.7,ORE,8.5,94.3,10,W,2012
46,322730197.0,511262,David,away,Ash,OKST,36,12.4,1.2,41,88.5,-0.8,-1.6,TEX,11.0,94.2,5,W,2012
28,323632433.0,489481,Tyler,away,Tettleton,ULM,14,5.1,1.5,45,96.7,1.4,0.0,OHIO,8.0,94.2,bowl,W,2012
37,322940097.0,511614,Teddy,home,Bridgewater,USF,25,10.4,-0.3,27,96.2,2.9,0.0,LOU,12.9,94.2,8,W,2012
36,323082459.0,482142,Jordan,home,Lynch,UMASS,0,5.7,-0.1,63,97.5,3.8,-0.1,NIU,9.3,94.2,10,W,2012
23,323150012.0,530824,B.J.,home,Denker,COLO,31,6.5,0.0,56,97.5,1.1,-0.5,ARIZ,7.1,94.1,11,W,2012
42,322802509.0,480237,Denard,away,Robinson,PUR,13,4.1,-0.2,44,92.8,4.7,0.0,MICH,8.6,94.1,6,W,2012
65,322872348.0,517475,Johnny,away,Manziel,LT,57,6.9,-0.5,59,95.4,11.9,-0.5,TA&M,17.7,94.1,7,W,2012
48,323080066.0,377845,Landry,away,Jones,ISU,20,11.6,-0.3,35,89.1,-0.2,0.0,OKLA,11.1,94.1,10,W,2012
25,322520135.0,381929,MarQueis,home,Gray,UNH,7,3.0,0.0,44,97.8,4.6,-1.3,MINN,6.4,94.1,2,W,2012
26,322522084.0,503736,Alex,home,Zordich,MORG,34,5.8,1.0,56,97.7,0.2,0.0,BUFF,7.0,94.0,2,W,2012
26,323080278.0,484080,Derek,home,Carr,HAW,10,6.1,0.2,45,97.1,-0.4,-0.3,FRES,5.7,94.0,10,W,2012
32,323150183.0,382584,Ryan,home,Nassib,LOU,26,6.5,0.5,45,92.4,0.9,-0.2,SYR,7.7,93.9,11,W,2012
54,322450213.0,489481,Tyler,away,Tettleton,PSU,14,11.9,-0.2,24,88.9,1.9,-0.4,OHIO,13.2,93.8,1,W,2012
21,322520059.0,377759,Tevin,home,Washington,PRES,3,1.2,0.2,59,97.6,3.5,-0.2,GT,4.7,93.7,2,W,2012
58,322990154.0,480221,Tajh,away,Boyd,WAKE,13,11.1,0.0,42,93.9,1.4,-1.7,CLEM,10.8,93.7,9,W,2012
37,322592641.0,377942,Seth,home,Doege,UNM,14,10.7,0.0,49,97.7,0.0,0.0,TTU,10.7,93.6,3,W,2012
31,323292751.0,502934,Adam,away,Dingwell,WYO,28,8.3,-0.3,42,96.9,3.0,0.0,SDSU,11.0,93.5,13,W,2012
29,322660245.0,517475,Johnny,home,Manziel,SCST,14,4.5,0.4,70,97.5,5.8,-1.1,TA&M,9.7,93.5,4,W,2012
42,322460239.0,379895,Nick,home,Florence,SMU,24,7.2,0.4,59,91.7,0.6,0.0,BAY,8.1,93.5,1,W,2012
27,322730309.0,503922,Terrance,home,Broadway,FIU,20,3.6,0.1,48,95.1,1.3,0.0,ULL,5.0,93.5,5,W,2012
42,322870252.0,482557,Cody,away,Vaz,BYU,24,7.3,1.0,42,84.9,1.3,-0.9,ORST,8.6,93.3,7,W,2012
42,322450158.0,481547,Taylor,home,Martinez,USM,20,12.8,-0.1,49,96.0,0.1,-0.6,NEB,12.2,93.3,1,W,2012
40,330010158.0,480210,Aaron,away,Murray,NEB,31,8.7,0.6,45,88.5,0.6,-1.0,UGA,9.0,93.2,bowl,W,2012
38,323620150.0,377963,Brendon,away,Kay,DUKE,34,8.2,0.7,48,95.4,5.6,-1.6,CIN,12.9,93.2,bowl,W,2012
29,322782116.0,505719,Blake,home,Bortles,ECU,20,5.7,-0.2,40,95.8,3.7,0.0,UCF,9.1,93.1,6,W,2012
26,322660154.0,483302,Trent,away,Steelman,WAKE,49,3.2,0.0,37,93.2,4.3,0.0,ARMY,7.5,92.9,4,L,2012
34,322870221.0,511614,Teddy,away,Bridgewater,PITT,35,9.3,0.9,45,91.6,0.1,-1.1,LOU,9.1,92.8,7,W,2012
27,322802572.0,531770,Anthony,home,Alford,BSU,40,0.5,0.2,14,88.6,1.1,-0.2,USM,1.6,92.6,6,L,2012
