action_plays,espn_game_id,espn_player_id,first_name,home_away,last_name,opponent,opposition_score,pass_EPA,penalty_EPA,qb_score,raw_QBR,run_EPA,sack_EPA,team_name,total_EPA,total_QBR,week,won_lost,year
41,400548289.0,511459,Marcus,away,Mariota,CAL,41,7.7,-0.1,59,92.2,2.4,0.0,ORE,10.0,89.0,9,W,2014
54,400548219.0,501241,Cody,away,Fajardo,BYU,35,9.9,-0.5,42,88.5,2.9,-0.6,NEV,11.9,88.9,8,W,2014
39,400548043.0,3129249,Cody,away,Clements,WKU,39,11.2,0.3,42,94.9,2.6,-1.7,UAB,12.3,88.9,6,W,2014
28,400548006.0,531589,Austin,home,Grammer,SAV,7,5.1,-0.1,61,95.7,0.5,0.0,MTSU,5.5,88.9,1,W,2014
36,400548293.0,516357,Kevin,home,Hogan,ORST,14,2.6,-0.0,38,86.3,3.1,-0.2,STAN,5.5,88.9,9,W,2014
67,400547775.0,516347,Marquise,home,Williams,GT,43,13.3,-0.1,48,88.4,3.2,-0.7,UNC,15.8,88.7,8,W,2014
41,400548374.0,504052,Blake,away,Sims,MISS,23,3.8,-0.4,17,66.8,1.9,-0.6,ALA,4.7,88.7,6,L,2014
54,400547886.0,517127,Trevone,home,Boykin,KSU,20,5.3,0.3,41,87.0,4.4,0.0,TCU,10.0,88.7,11,W,2014
38,400547975.0,547401,Jared,away,Goff,NW,24,6.9,0.0,31,83.1,1.3,-1.3,CAL,6.9,88.6,1,W,2014
50,400548238.0,501241,Cody,away,Fajardo,AFA,45,7.7,0.4,38,88.4,4.1,0.0,NEV,12.2,88.6,12,L,2014
47,400547997.0,518344,Gary,home,Nova,MICH,24,9.5,-0.5,26,83.5,2.2,-1.7,RUTG,9.5,88.5,6,W,2014
30,400547700.0,502335,Munchie,away,Legaux,TULN,14,5.9,-0.3,38,86.5,-0.1,0.0,CIN,5.5,88.5,10,W,2014
43,400610182.0,517127,Trevone,home,Boykin,MISS,3,2.3,-0.0,42,67.6,1.9,-1.0,TCU,3.2,88.5,bowl,W,2014
25,400548059.0,515915,Brandon,home,Allen,UAB,17,4.2,0.0,45,90.3,0.0,-0.6,ARK,3.6,88.4,9,W,2014
43,400548285.0,517393,Mike,home,Bercovici,STAN,10,5.7,-0.2,26,72.3,1.0,-1.6,ASU,4.9,88.4,8,W,2014
24,400548310.0,552097,Anu,away,Solomon,UTAH,10,1.9,-0.2,42,75.5,2.4,-0.5,ARIZ,3.7,88.4,13,W,2014
35,400548448.0,503922,Terrance,away,Broadway,ULM,27,5.5,-0.3,34,89.1,4.6,-1.7,ULL,8.2,88.3,12,W,2014
39,400548096.0,515906,Phillip,home,Ely,UNH,20,10.8,0.1,54,95.5,0.1,0.0,TOL,11.1,88.3,1,W,2014
24,400547919.0,480846,C.J.,away,Brown,IND,15,4.7,-0.3,37,88.0,1.9,-0.6,MD,5.7,88.3,5,W,2014
22,400610212.0,518344,Gary,away,Nova,UNC,21,2.4,0.0,40,87.0,1.2,0.0,RUTG,3.5,88.2,bowl,W,2014
75,400547899.0,3139477,Patrick,home,Mahomes,BAY,48,10.1,1.2,46,77.0,-0.5,-0.5,TTU,10.1,88.2,14,L,2014
30,400548227.0,515528,Garrett,away,Grayson,SJSU,31,9.9,0.0,38,93.8,0.0,-0.8,CSU,9.0,88.2,10,W,2014
35,400548368.0,500990,Bo,away,Wallace,TA&M,20,3.7,-0.1,35,86.2,3.4,-1.1,MISS,5.9,88.1,7,W,2014
68,400548352.0,546540,Joshua,away,Dobbs,SC,42,3.8,1.0,45,84.4,7.7,0.0,TENN,12.5,88.1,10,W,2014
26,400548318.0,550967,Malik,away,Zaire,USC,49,0.8,0.0,14,79.7,0.5,-0.3,ND,1.1,88.0,14,L,2014
42,400548456.0,548240,Tyler,away,Jones,GAST,31,8.2,-0.0,54,96.9,3.3,0.0,TXST,11.5,88.0,14,W,2014
40,400547674.0,534259,Gunner,away,Kiel,OSU,50,5.6,-0.5,28,71.7,0.3,-1.5,CIN,4.0,87.9,5,L,2014
47,400547835.0,504052,Blake,home,Sims,WVU,23,5.7,0.2,33,77.1,1.6,0.0,ALA,7.6,87.9,1,W,2014
34,400547966.0,533270,Tommy Armstrong,home,Jr.,MINN,28,7.0,0.2,24,87.0,2.5,-2.5,NEB,7.3,87.9,13,L,2014
38,400547736.0,503970,Tyler,away,Murphy,VT,31,2.0,-0.1,33,67.2,4.6,-2.1,BC,4.4,87.9,10,W,2014
54,400548377.0,512030,Dak,home,Prescott,TA&M,31,5.1,0.5,48,87.3,4.5,-1.3,MSST,8.8,87.8,6,W,2014
37,400548418.0,507211,Brandon,away,Bridge,APP,21,7.7,0.0,47,91.9,1.9,-0.5,USA,9.1,87.8,6,W,2014
