action_plays,espn_game_id,espn_player_id,first_name,home_away,last_name,opponent,opposition_score,pass_EPA,penalty_EPA,qb_score,raw_QBR,run_EPA,sack_EPA,team_name,total_EPA,total_QBR,week,won_lost,year
40,332922483.0,511459,Marcus,home,Mariota,WSU,38,6.4,0.0,62,92.6,4.5,-2.7,ORE,8.2,94.2,8,W,2013
27,332640344.0,512030,Dak,home,Prescott,TROY,7,3.2,-0.2,62,97.7,3.6,0.0,MSST,6.7,94.2,4,W,2013
43,332430197.0,511260,J.W.,home,Walsh,MSST,3,1.5,0.1,21,88.8,8.0,0.0,OKST,9.5,94.1,1,W,2013
25,332642440.0,536228,Tyler,home,Stewart,HAW,9,9.0,-0.1,31,97.2,0.6,-1.8,NEV,7.7,94.1,4,W,2013
41,332710295.0,513949,Taylor,home,Heinicke,ALBY,10,9.2,-0.0,66,97.8,1.8,0.0,ODU,11.0,94.1,5,W,2013
25,332850009.0,504700,Taylor,home,Kelly,COLO,13,3.2,-0.0,54,96.0,1.7,-0.4,ASU,4.6,94.0,7,W,2013
40,332780052.0,530308,Jameis,home,Winston,MD,0,9.3,-0.1,63,92.6,-0.2,-0.9,FSU,8.2,94.0,6,W,2013
30,332990333.0,480215,AJ,home,McCarron,TENN,10,4.5,-0.1,45,92.5,-0.1,0.0,ALA,4.3,94.0,9,W,2013
47,332920228.0,530308,Jameis,away,Winston,CLEM,14,7.2,0.1,51,84.6,0.1,-0.9,FSU,6.6,93.9,8,W,2013
58,332710153.0,500938,Shane,away,Carden,UNC,31,8.9,0.3,55,87.2,1.2,0.0,ECU,10.4,93.8,5,W,2013
43,332782579.0,530943,Jalen,away,Whitlow,SC,35,3.4,-0.1,28,78.8,2.9,-1.2,UK,5.1,93.8,6,L,2013
22,332500239.0,513614,Joe,away,Licata,BAY,70,4.0,1.1,13,85.5,-0.9,-1.0,BUFF,3.2,93.6,2,L,2013
37,332780038.0,511459,Marcus,away,Mariota,COLO,16,5.7,-0.3,57,94.9,5.1,-0.7,ORE,9.8,93.6,6,W,2013
43,333402459.0,513573,Matt,away,Johnson,NIU,27,11.6,-0.4,47,94.4,1.9,-1.4,BGSU,11.8,93.6,15,W,2013
24,332500344.0,512030,Dak,home,Prescott,ALCN,7,4.4,0.1,51,97.6,1.9,0.0,MSST,6.4,93.6,2,W,2013
20,332712084.0,513614,Joe,home,Licata,UCONN,12,3.9,0.2,41,94.6,0.0,0.0,BUFF,4.1,93.6,5,W,2013
28,332640189.0,513573,Matt,home,Johnson,MURR,7,6.1,-0.0,48,97.6,1.7,0.0,BGSU,7.8,93.5,4,W,2013
20,332570221.0,514116,Tom,home,Savage,UNM,27,5.1,-0.0,49,98.1,0.1,-0.2,PITT,4.9,93.5,3,W,2013
29,333342636.0,486785,Eric,home,Soza,LT,10,5.3,-0.5,30,95.6,3.3,0.0,UTSA,8.0,93.4,14,W,2013
24,333330158.0,518380,Jake,away,Rudock,NEB,17,4.2,1.1,38,84.0,0.9,-1.3,IOWA,4.9,93.4,14,W,2013
33,332570084.0,535825,Nate,home,Sudfeld,BGSU,10,8.5,0.4,42,91.8,0.4,-1.5,IND,7.9,93.1,3,W,2013
48,332990038.0,530824,B.J.,away,Denker,COLO,20,4.3,-0.1,44,94.4,9.8,0.0,ARIZ,14.0,93.1,9,W,2013
36,332502309.0,513573,Matt,away,Johnson,KENT,22,11.5,-0.0,41,92.5,0.1,-1.7,BGSU,9.8,93.0,2,W,2013
26,333340183.0,501665,Chase,away,Rettig,SYR,34,1.3,0.2,31,89.9,4.9,0.0,BC,6.4,93.0,14,L,2013
22,332920218.0,549759,Phillip,home,Walker,ARMY,14,5.7,0.0,33,97.5,0.4,0.0,TEM,6.2,93.0,8,W,2013
43,333200164.0,377963,Brendon,away,Kay,RUTG,17,8.3,0.0,52,94.3,0.0,0.0,CIN,8.4,92.9,12,W,2013
33,332430249.0,481027,Derek,home,Thompson,IDAHO,6,8.6,1.1,40,96.7,-1.4,0.0,UNT,8.4,92.9,1,W,2013
25,333270077.0,512705,Connor,away,Cook,NW,6,7.5,0.0,30,89.6,-1.2,-0.5,MSU,5.8,92.9,13,W,2013
54,333620097.0,511614,Teddy,home,Bridgewater,MIAMI,9,9.6,-0.1,36,90.7,1.5,-1.2,LOU,9.8,92.9,bowl,W,2013
30,333130096.0,531385,Maty,away,Mauk,UK,17,6.7,0.0,48,94.1,0.6,0.0,MIZ,7.3,92.9,11,W,2013
55,340020333.0,534449,Trevor,away,Knight,ALA,31,8.8,0.9,45,78.6,-0.2,-0.4,OKLA,9.2,92.9,bowl,W,2013
57,333410041.0,533235,Casey,home,Cochran,MEM,10,10.8,0.0,45,92.2,0.1,0.0,UCONN,10.9,92.9,15,W,2013
30,333320344.0,512030,Dak,home,Prescott,MISS,10,2.7,-0.1,17,89.1,4.8,0.0,MSST,7.4,92.8,14,W,2013
41,333270278.0,484080,Derek,home,Carr,UNM,28,7.1,0.1,69,97.8,0.4,0.0,FRES,7.6,92.8,13,W,2013
36,332992305.0,480746,Bryce,away,Petty,KU,14,7.0,0.0,59,91.6,-0.4,0.0,BAY,6.6,92.7,9,W,2013
36,333130135.0,530738,Philip,home,Nelson,PSU,10,8.1,0.0,24,89.8,0.2,-0.5,MINN,7.8,92.7,11,W,2013
31,332500077.0,500403,Kain,home,Colter,SYR,27,3.2,-0.0,48,91.1,3.2,-1.1,NW,5.3,92.7,2,W,2013
54,332570002.0,512030,Dak,away,Prescott,AUB,24,1.8,-0.3,20,81.9,8.8,0.0,MSST,10.3,92.6,3,L,2013
27,332850002.0,550019,Jeremy,home,Johnson,WCU,3,4.7,-0.1,62,97.2,0.4,0.0,AUB,4.9,92.6,7,W,2013
31,333060084.0,530738,Philip,away,Nelson,IND,39,11.2,-0.1,42,93.8,-1.6,-0.7,MINN,8.8,92.6,10,W,2013
42,332500194.0,487797,Kenny,home,Guiton,SDSU,7,3.0,-0.4,42,92.1,2.5,-0.2,OSU,5.0,92.5,2,W,2013
28,332710167.0,533208,Cole,home,Gautsche,UNLV,56,1.9,-0.2,42,92.9,6.4,0.0,UNM,8.2,92.5,5,L,2013
33,333330221.0,501142,Stephen,away,Morris,PITT,31,6.2,1.0,41,89.1,-0.1,0.0,MIAMI,7.0,92.5,14,W,2013
21,333270024.0,547401,Jared,away,Goff,STAN,63,2.2,0.7,13,77.0,0.0,0.0,CAL,2.9,92.4,13,L,2013
45,332430026.0,511982,Brett,home,Hundley,NEV,20,5.2,-0.4,58,96.6,7.7,0.0,UCLA,12.4,92.4,1,W,2013
35,333332050.0,503695,Keith,home,Wenning,M-OH,14,8.2,0.0,55,97.1,0.0,0.0,BALL,8.3,92.4,14,W,2013
60,332570245.0,517475,Johnny,home,Manziel,ALA,49,7.0,0.2,42,78.9,1.6,-0.5,TA&M,8.3,92.4,3,L,2013
23,332852638.0,481555,Cody,away,Green,UTEP,20,6.8,0.7,34,97.2,0.7,0.0,TLSA,8.2,92.3,7,W,2013
24,333270061.0,504004,Hutson,home,Mason,UK,17,1.7,-0.0,59,94.6,0.2,0.0,UGA,1.9,92.3,13,W,2013
34,333332006.0,514617,Kyle,home,Pohl,TOL,29,8.2,2.6,31,94.0,0.0,-0.4,AKRON,10.5,92.2,14,W,2013
21,332640158.0,533270,Tommy Armstrong,home,Jr.,SDSU,20,5.6,-0.2,59,97.0,1.0,0.0,NEB,6.4,92.2,4,W,2013
30,332430008.0,515915,Brandon,home,Allen,ULL,14,8.2,-0.3,34,94.5,0.4,-0.7,ARK,7.6,92.1,1,W,2013
21,333190026.0,482599,Keith,away,Price,UCLA,41,4.3,0.0,31,84.5,0.2,-1.0,WASH,3.5,92.1,12,L,2013
43,332780238.0,501816,James,away,Franklin,VAN,28,7.0,-0.2,51,83.5,0.6,-1.1,MIZ,6.4,92.0,6,W,2013
24,332992306.0,550158,Jake,home,Waters,WVU,12,7.1,0.1,35,90.9,-1.9,0.0,KSU,5.3,92.0,9,W,2013
40,332640061.0,480210,Aaron,home,Murray,UNT,21,8.5,0.4,45,93.0,1.7,0.0,UGA,10.7,91.9,4,W,2013
35,332560068.0,483461,Joe,home,Southwick,AFA,20,10.1,0.0,42,98.4,4.1,0.0,BSU,14.2,91.9,3,W,2013
44,332920130.0,501543,Devin,home,Gardner,IND,47,14.0,0.0,63,94.2,1.3,-1.8,MICH,13.5,91.8,8,W,2013
52,332500130.0,501543,Devin,home,Gardner,ND,30,5.0,3.2,41,86.2,3.0,-0.5,MICH,10.7,91.8,2,W,2013
26,333202306.0,515190,Daniel,home,Sams,TCU,31,1.1,-0.4,33,80.7,4.0,0.0,KSU,4.7,91.8,12,W,2013
39,332990142.0,504292,Connor,away,Shaw,MIZ,24,6.7,1.0,27,79.7,-0.9,-1.1,SC,5.6,91.8,9,W,2013
55,333342579.0,504292,Connor,home,Shaw,CLEM,17,3.6,1.7,31,82.6,6.8,-1.6,SC,10.5,91.7,14,W,2013
