action_plays,espn_game_id,espn_player_id,first_name,home_away,last_name,opponent,opposition_score,pass_EPA,penalty_EPA,qb_score,raw_QBR,run_EPA,sack_EPA,team_name,total_EPA,total_QBR,week,won_lost,year
22,242972132.0,119891,Gino,home,Guidugli,MEM,10,3.7,0.3,49,90.4,-0.3,0.0,CIN,3.6,87.9,9,W,2004
31,242550349.0,112516,Stefan,away,LeFors,ARMY,21,6.9,0.2,52,94.8,0.9,-0.3,LOU,7.7,87.4,3,W,2004
33,242830026.0,137200,Drew,home,Olson,ARIZ,17,6.6,0.0,37,87.0,0.3,-1.2,UCLA,5.7,87.1,7,W,2004
59,242832641.0,118210,Sonny,home,Cumbie,NEB,10,8.3,-0.0,70,82.8,-0.2,-0.4,TTU,7.7,87.1,7,W,2004
54,242970195.0,134244,Omar,away,Jacobs,OHIO,16,10.7,0.1,41,88.2,0.5,0.0,BGSU,11.3,87.0,9,W,2004
27,243182005.0,164361,Shaun,home,Carney,SDSU,37,0.3,0.5,31,81.3,4.3,0.0,AFA,5.1,87.0,12,L,2004
55,242540068.0,134778,Jared,home,Zabransky,ORST,34,4.2,0.3,53,76.7,4.1,-1.1,BSU,7.5,86.9,3,W,2004
21,243110142.0,133724,Allen,away,Webb,MIZ,24,5.0,-0.1,35,67.7,-2.5,0.0,KSU,2.3,86.7,11,W,2004
25,243042751.0,147734,Adam,away,Fitch,WYO,43,1.2,0.2,26,84.2,0.4,0.0,AFA,1.7,86.7,10,L,2004
26,242480005.0,115044,Darrell,home,Hackney,BAY,14,1.6,0.1,56,90.3,2.6,-0.5,UAB,3.9,86.6,2,W,2004
23,242620036.0,133808,Bryan,away,Cupito,CSU,16,4.6,-0.3,34,83.7,0.0,0.0,MINN,4.4,86.6,4,W,2004
48,243090235.0,112516,Stefan,away,LeFors,MEM,49,12.8,0.9,56,89.3,-0.9,-1.1,LOU,11.5,86.6,11,W,2004
45,242900127.0,133795,Drew,home,Stanton,MINN,17,4.1,0.3,51,91.6,3.2,0.0,MSU,7.6,86.5,8,W,2004
40,243380058.0,134942,Tyler,away,Palko,USF,14,11.3,-0.2,43,93.2,0.3,-1.4,PITT,9.9,86.3,15,W,2004
61,243182305.0,135107,Vince,away,Young,KU,23,0.4,-0.3,27,65.8,7.8,-1.3,TEX,6.7,86.2,12,W,2004
45,243110277.0,152491,Walter,away,Washington,WVU,42,0.9,0.0,21,82.5,6.8,-1.5,TEM,6.2,86.2,11,L,2004
47,243110062.0,105182,Timmy,home,Chang,LT,23,8.5,0.3,34,84.1,0.0,0.0,HAW,8.9,86.1,11,W,2004
35,242620242.0,120974,Greg,home,Henderson,HAW,29,3.3,0.8,41,90.2,4.6,0.0,RICE,8.6,86.0,4,W,2004
33,242900189.0,134244,Omar,home,Jacobs,BALL,13,5.5,0.7,51,95.8,0.6,0.0,BGSU,6.8,86.0,8,W,2004
20,242492633.0,161077,Brent,home,Schaeffer,UNLV,17,1.8,0.7,42,90.1,3.2,-1.8,TENN,3.9,86.0,2,W,2004
60,243652426.0,136721,Aaron,home,Polanco,UNM,19,2.3,0.8,34,82.3,7.5,0.0,NAVY,10.6,85.9,bowl,W,2004
35,242832711.0,114338,Bruce,away,Gradkowski,WMU,33,10.0,-0.1,59,95.3,0.7,-1.4,TOL,9.2,85.6,7,W,2004
40,242830066.0,138583,Reggie,away,McNeal,ISU,3,6.8,0.6,34,77.9,-1.7,0.0,TA&M,5.8,85.6,7,W,2004
37,243110025.0,144994,Aaron,home,Rodgers,ORE,27,7.9,-0.2,28,79.3,-1.1,0.0,CAL,6.6,85.6,11,W,2004
20,242480024.0,147041,Dale,away,Rogers,STAN,43,1.1,-0.2,3,80.6,1.1,0.0,SJSU,2.1,85.6,2,L,2004
30,242482294.0,146009,Drew,home,Tate,KENT,7,1.6,-0.2,39,84.1,3.3,0.0,IOWA,4.7,85.5,2,W,2004
24,242692483.0,120702,Kellen,home,Clemens,IDAHO,10,2.7,0.0,48,92.1,0.9,-0.2,ORE,3.3,85.4,5,W,2004
23,242480068.0,134778,Jared,home,Zabransky,IDAHO,7,2.6,0.0,65,92.0,1.6,-0.5,BSU,3.6,85.3,2,W,2004
31,243110277.0,101204,Rasheed,home,Marshall,TEM,21,5.0,-0.1,42,95.4,4.1,-0.4,WVU,8.6,85.2,11,W,2004
42,242552309.0,116199,Joshua,home,Cribbs,LIB,10,2.4,0.0,38,93.7,4.4,0.0,KENT,6.8,85.1,3,W,2004
42,242550245.0,138583,Reggie,home,McNeal,WYO,0,3.5,0.1,31,82.2,3.3,-0.8,TA&M,6.1,85.0,3,W,2004
42,243252132.0,119891,Gino,home,Guidugli,USF,23,9.5,1.2,45,92.5,0.0,-0.4,CIN,10.3,84.9,13,W,2004
45,242622638.0,134778,Jared,away,Zabransky,UTEP,31,9.4,-0.1,47,73.0,-2.0,-1.7,BSU,5.7,84.8,4,W,2004
32,242970012.0,144994,Aaron,away,Rodgers,ARIZ,0,4.0,0.0,38,84.7,0.7,-0.2,CAL,4.4,84.7,9,W,2004
52,243180009.0,100104,Andrew,home,Walter,WSU,28,7.0,0.1,45,80.3,-0.2,-1.1,ASU,5.8,84.7,12,W,2004
30,242550333.0,128154,Brodie,home,Croyle,MISS,7,3.5,1.3,28,78.4,-0.7,0.0,ALA,4.0,84.6,3,W,2004
36,242902567.0,120824,Matt,away,Kubik,SMU,10,6.3,0.3,41,93.7,-0.7,0.0,LT,6.0,84.4,8,W,2004
40,243250062.0,105182,Timmy,home,Chang,IDAHO,21,9.8,-0.1,52,91.4,-0.0,-1.4,HAW,8.3,84.2,13,W,2004
46,243180057.0,146526,Chris,home,Leak,SC,14,4.8,0.6,48,78.6,-0.1,0.0,FLA,5.3,84.0,12,W,2004
32,242830153.0,108523,Darian,home,Durant,NCST,24,5.6,0.0,30,68.8,-0.5,-1.3,UNC,3.8,83.9,7,W,2004
51,243040153.0,108523,Darian,home,Durant,MIAMI,28,6.1,-0.3,31,68.9,1.3,-0.8,UNC,6.3,83.9,10,W,2004
51,243142459.0,114338,Bruce,away,Gradkowski,NIU,17,9.4,1.8,31,87.1,-0.0,0.0,TOL,11.1,83.8,12,W,2004
60,243250204.0,122255,Derek,home,Anderson,ORE,21,8.1,0.7,50,76.5,0.7,-2.3,ORST,7.2,83.4,13,W,2004
59,242972655.0,134032,Lester,home,Ricard,UAB,55,15.3,0.3,59,89.7,0.7,-1.4,TULN,14.9,83.4,9,W,2004
26,242550356.0,137200,Drew,away,Olson,ILL,17,5.3,0.1,35,89.5,1.7,-1.1,UCLA,6.0,83.4,3,W,2004
35,242830166.0,107836,Buck,home,Pierce,ULL,32,7.1,-0.4,35,91.0,1.4,0.0,NMSU,8.2,83.1,7,W,2004
37,250010130.0,160898,Chad,away,Henne,TEX,38,3.8,0.2,37,59.6,0.1,-1.0,MICH,3.1,83.1,bowl,L,2004
55,243390062.0,105182,Timmy,home,Chang,MSU,38,8.0,-0.2,41,86.5,4.2,0.0,HAW,12.0,83.1,15,W,2004
26,242762459.0,125610,Josh,home,Haldi,AKRON,19,4.9,-0.1,49,92.3,-0.2,0.0,NIU,4.6,82.8,6,W,2004
53,242970245.0,144289,Joel,away,Klatt,TA&M,29,10.1,-0.2,26,76.9,0.1,-1.4,COLO,8.6,82.8,9,L,2004
41,243110245.0,20847,Jason,away,White,TA&M,35,5.8,1.3,42,76.9,0.0,-0.9,OKLA,6.2,82.7,11,W,2004
49,242900254.0,134662,Alex,home,Smith,UNC,16,7.0,-0.2,46,86.5,1.2,-0.4,UTAH,7.5,82.6,8,W,2004
43,243322633.0,116933,Rick,home,Clausen,UK,31,7.7,0.0,37,80.5,0.3,0.0,TENN,7.9,82.5,14,W,2004
30,243180197.0,145596,Donovan,home,Woods,BAY,21,2.5,0.1,49,87.1,2.7,0.0,OKST,5.3,82.5,12,W,2004
43,243620278.0,120888,Paul,home,Pinegar,UVA,34,8.4,-0.2,37,81.1,-0.3,0.0,FRES,8.0,82.3,bowl,W,2004
56,242552132.0,116397,Josh,away,Betts,CIN,45,7.3,0.2,26,76.2,-0.8,-0.6,M-OH,6.1,82.3,3,L,2004
77,242830265.0,120702,Kellen,away,Clemens,WSU,38,13.9,-1.1,41,77.3,4.4,-5.1,ORE,11.9,82.2,7,W,2004
37,242480201.0,20847,Jason,home,White,BGSU,24,5.9,0.2,40,87.1,0.2,0.0,OKLA,6.2,82.1,2,W,2004
44,242762294.0,146009,Drew,home,Tate,MSU,16,7.3,0.2,38,85.5,-0.1,-0.3,IOWA,7.2,81.9,6,W,2004
27,242480152.0,118122,Jay,home,Davis,RICH,0,3.7,-0.2,42,92.1,2.5,-0.2,NCST,5.8,81.8,2,W,2004
41,243180030.0,120511,Matt,home,Leinart,ARIZ,9,6.9,-0.2,49,81.5,0.3,-0.9,USC,6.1,81.6,12,W,2004
28,242760249.0,105712,Scott,home,Hall,MTSU,21,7.5,0.4,30,93.1,-0.1,0.0,UNT,7.7,81.5,6,W,2004
24,242462711.0,115462,Blayne,home,Baggett,UTM,0,3.0,-0.0,42,91.9,-0.4,-0.8,WMU,1.8,81.4,2,W,2004
52,243390062.0,133795,Drew,away,Stanton,HAW,41,9.7,-1.1,38,86.8,3.0,0.0,MSU,11.6,81.4,15,L,2004
41,243040248.0,147493,Kevin,home,Kolb,TULN,3,3.9,-0.1,24,89.5,1.1,-0.3,HOU,4.6,81.4,10,W,2004
40,243110251.0,135107,Vince,home,Young,OKST,35,2.9,0.5,56,82.0,3.8,-0.9,TEX,6.4,81.4,11,W,2004
28,243040023.0,136814,Jordan,away,Palmer,SJSU,20,5.8,-0.4,38,89.3,0.8,-0.7,UTEP,5.5,81.3,10,W,2004
35,242480041.0,116125,Dan,home,Orlovsky,MURR,14,7.6,0.3,52,91.7,0.8,0.0,UCONN,8.7,81.0,2,W,2004
34,242972348.0,136814,Jordan,away,Palmer,LT,27,7.3,-0.1,44,78.2,-0.8,-0.6,UTEP,5.8,80.8,9,W,2004
37,243040153.0,100223,Brock,away,Berlin,UNC,31,8.1,-0.2,28,85.0,0.0,0.0,MIAMI,7.9,80.7,10,L,2004
44,243642638.0,144289,Joel,away,Klatt,UTEP,28,8.9,-0.5,33,66.9,-1.5,-1.8,COLO,5.1,80.7,bowl,W,2004
39,250010277.0,101204,Rasheed,home,Marshall,FSU,30,-1.2,0.7,18,58.4,3.5,0.0,WVU,3.0,80.2,bowl,L,2004
41,250040030.0,20847,Jason,home,White,USC,55,2.2,-0.2,19,56.0,0.4,-0.9,OKLA,1.5,80.1,bowl,L,2004
40,243250068.0,134778,Jared,home,Zabransky,LT,14,7.2,1.6,55,77.3,-0.4,-2.1,BSU,6.2,80.0,13,W,2004
27,243150097.0,112516,Stefan,home,LeFors,TCU,28,3.6,0.5,55,91.6,0.8,0.0,LOU,4.9,79.9,12,W,2004
34,243110096.0,146711,Andre',home,Woodson,UGA,62,2.1,-0.4,17,55.0,-0.6,0.0,UK,1.0,79.8,11,L,2004
46,243040166.0,107836,Buck,home,Pierce,FIU,31,11.9,-0.2,56,91.0,0.3,-0.9,NMSU,11.1,79.6,10,W,2004
25,242760197.0,145596,Donovan,home,Woods,ISU,7,1.1,0.0,36,69.9,1.3,0.0,OKST,2.4,79.6,6,W,2004
38,242970008.0,103592,David,away,Greene,ARK,14,11.1,-0.0,20,86.6,0.0,-2.4,UGA,8.6,79.5,9,W,2004
41,242550008.0,559838,Matt,home,Jones,TEX,22,2.1,-0.3,20,53.8,0.6,0.0,ARK,2.5,79.5,3,L,2004
34,242900120.0,118122,Jay,away,Davis,MD,3,5.0,-0.4,13,70.1,-0.5,0.0,NCST,4.2,79.4,8,W,2004
67,242972306.0,133724,Allen,home,Webb,NEB,21,1.9,1.0,45,73.4,7.7,-2.1,KSU,8.5,79.3,9,W,2004
